страна,год,пол,возраст,количество_самоубийства,население,самоубийства_на_100к_человек,страна-год,ИЧР_за_год,ввп_за_год ($) ,ввп_на_душу_населения ($),поколение
США,1987,женский,75+ лет,504,7872000,6.4,США1987,,"4,870,217,000,000",21631,Поколение G.I.
США,1987,женский,25-34 лет,1285,21645000,5.94,США1987,,"4,870,217,000,000",21631,Бумеры
США,1987,женский,15-24 лет,815,18925000,4.31,США1987,,"4,870,217,000,000",21631,Поколение X
США,1987,мужской,5-14 лет,199,17486000,1.14,США1987,,"4,870,217,000,000",21631,Поколение X
США,1987,женский,5-14 лет,52,16660000,0.31,США1987,,"4,870,217,000,000",21631,Поколение X
США,1988,мужской,75+ лет,2548,4409000,57.79,США1988,,"5,252,629,000,000",23103,Поколение G.I.
США,1988,мужской,55-74 лет,5198,18235000,28.51,США1988,,"5,252,629,000,000",23103,Поколение G.I.
США,1988,мужской,25-34 лет,5463,21853000,25.0,США1988,,"5,252,629,000,000",23103,Бумеры
США,1988,мужской,35-54 лет,6528,29147000,22.4,США1988,,"5,252,629,000,000",23103,Молчаливое поколение
США,1988,мужской,15-24 лет,4143,18897000,21.92,США1988,,"5,252,629,000,000",23103,Поколение X
США,1988,женский,35-54 лет,2209,30281000,7.3,США1988,,"5,252,629,000,000",23103,Молчаливое поколение
США,1988,женский,55-74 лет,1504,21491000,7.0,США1988,,"5,252,629,000,000",23103,Поколение G.I.
США,1988,женский,75+ лет,519,8062000,6.44,США1988,,"5,252,629,000,000",23103,Поколение G.I.
США,1988,женский,25-34 лет,1247,21822000,5.71,США1988,,"5,252,629,000,000",23103,Бумеры
США,1988,женский,15-24 лет,786,18501000,4.25,США1988,,"5,252,629,000,000",23103,Поколение X
США,1988,мужской,5-14 лет,181,17751000,1.02,США1988,,"5,252,629,000,000",23103,Поколение X
США,1988,женский,5-14 лет,62,16904000,0.37,США1988,,"5,252,629,000,000",23103,Поколение X
США,1989,мужской,75+ лет,2462,4541000,54.22,США1989,,"5,657,693,000,000",24654,Поколение G.I.
США,1989,мужской,55-74 лет,5185,18295000,28.34,США1989,,"5,657,693,000,000",24654,Поколение G.I.
США,1989,мужской,25-34 лет,5339,21943000,24.33,США1989,,"5,657,693,000,000",24654,Бумеры
США,1989,мужской,35-54 лет,6814,30135000,22.61,США1989,,"5,657,693,000,000",24654,Молчаливое поколение
США,1989,мужской,15-24 лет,4106,18459000,22.24,США1989,,"5,657,693,000,000",24654,Поколение X
США,1989,женский,35-54 лет,2159,31264000,6.91,США1989,,"5,657,693,000,000",24654,Молчаливое поколение
США,1989,женский,55-74 лет,1432,21480000,6.67,США1989,,"5,657,693,000,000",24654,Поколение G.I.
США,1989,женский,75+ лет,491,8262000,5.94,США1989,,"5,657,693,000,000",24654,Поколение G.I.
США,1989,женский,25-34 лет,1226,21892000,5.6,США1989,,"5,657,693,000,000",24654,Бумеры
США,1989,женский,15-24 лет,764,18055000,4.23,США1989,,"5,657,693,000,000",24654,Поколение X
США,1989,мужской,5-14 лет,184,18010000,1.02,США1989,,"5,657,693,000,000",24654,Поколение X
США,1989,женский,5-14 лет,56,17151000,0.33,США1989,,"5,657,693,000,000",24654,Поколение X
США,1990,мужской,75+ лет,2653,4585900,57.85,США1990,0.859,"5,979,589,000,000",26004,Поколение G.I.
США,1990,мужской,55-74 лет,5109,17861900,28.6,США1990,0.859,"5,979,589,000,000",26004,Поколение G.I.
США,1990,мужской,25-34 лет,5339,21564300,24.76,США1990,0.859,"5,979,589,000,000",26004,Бумеры
США,1990,мужской,35-54 лет,7260,30742000,23.62,США1990,0.859,"5,979,589,000,000",26004,Молчаливое поколение
США,1990,мужской,15-24 лет,4160,18915400,21.99,США1990,0.859,"5,979,589,000,000",26004,Поколение X
США,1990,женский,55-74 лет,1504,21296300,7.06,США1990,0.859,"5,979,589,000,000",26004,Поколение G.I.
США,1990,женский,35-54 лет,2175,31749500,6.85,США1990,0.859,"5,979,589,000,000",26004,Молчаливое поколение
США,1990,женский,75+ лет,511,8447400,6.05,США1990,0.859,"5,979,589,000,000",26004,Поколение G.I.
США,1990,женский,25-34 лет,1211,21596400,5.61,США1990,0.859,"5,979,589,000,000",26004,Бумеры
США,1990,женский,15-24 лет,709,18097900,3.92,США1990,0.859,"5,979,589,000,000",26004,Поколение X
США,1990,мужской,5-14 лет,195,17970800,1.09,США1990,0.859,"5,979,589,000,000",26004,Поколение X
США,1990,женский,5-14 лет,69,17124400,0.4,США1990,0.859,"5,979,589,000,000",26004,Поколение X
США,1991,мужской,75+ лет,2673,4769000,56.05,США1991,,"6,174,043,000,000",26503,Поколение G.I.
США,1991,мужской,55-74 лет,4983,17954000,27.75,США1991,,"6,174,043,000,000",26503,Молчаливое поколение
США,1991,мужской,25-34 лет,5361,21427000,25.02,США1991,,"6,174,043,000,000",26503,Бумеры
США,1991,мужской,35-54 лет,7454,31995000,23.3,США1991,,"6,174,043,000,000",26503,Бумеры
США,1991,мужской,15-24 лет,4073,18609000,21.89,США1991,,"6,174,043,000,000",26503,Поколение X
США,1991,женский,35-54 лет,2296,33017000,6.95,США1991,,"6,174,043,000,000",26503,Бумеры
США,1991,женский,55-74 лет,1342,21331000,6.29,США1991,,"6,174,043,000,000",26503,Молчаливое поколение
США,1991,женский,75+ лет,511,8705000,5.87,США1991,,"6,174,043,000,000",26503,Поколение G.I.
США,1991,женский,25-34 лет,1153,21450000,5.38,США1991,,"6,174,043,000,000",26503,Бумеры
США,1991,женский,15-24 лет,678,17790000,3.81,США1991,,"6,174,043,000,000",26503,Поколение X
США,1991,мужской,5-14 лет,208,18388000,1.13,США1991,,"6,174,043,000,000",26503,Миллениалы
США,1991,женский,5-14 лет,58,17520000,0.33,США1991,,"6,174,043,000,000",26503,Миллениалы
США,1992,мужской,75+ лет,2573,4916700,52.33,США1992,,"6,539,299,000,000",27760,Поколение G.I.
США,1992,мужской,55-74 лет,4818,18038900,26.71,США1992,,"6,539,299,000,000",27760,Молчаливое поколение
США,1992,мужской,25-34 лет,5102,21232500,24.03,США1992,,"6,539,299,000,000",27760,Бумеры
США,1992,мужской,35-54 лет,7679,33165400,23.15,США1992,,"6,539,299,000,000",27760,Бумеры
США,1992,мужской,15-24 лет,4044,18478000,21.89,США1992,,"6,539,299,000,000",27760,Поколение X
США,1992,женский,35-54 лет,2348,34156600,6.87,США1992,,"6,539,299,000,000",27760,Бумеры
США,1992,женский,55-74 лет,1325,21346900,6.21,США1992,,"6,539,299,000,000",27760,Молчаливое поколение
США,1992,женский,75+ лет,549,8898100,6.17,США1992,,"6,539,299,000,000",27760,Поколение G.I.
США,1992,женский,25-34 лет,1070,21212300,5.04,США1992,,"6,539,299,000,000",27760,Бумеры
США,1992,женский,15-24 лет,649,17668700,3.67,США1992,,"6,539,299,000,000",27760,Поколение X
США,1992,мужской,5-14 лет,232,18668200,1.24,США1992,,"6,539,299,000,000",27760,Миллениалы
США,1992,женский,5-14 лет,82,17783300,0.46,США1992,,"6,539,299,000,000",27760,Миллениалы
США,1993,мужской,75+ лет,2649,5043500,52.52,США1993,,"6,878,718,000,000",28891,Поколение G.I.
США,1993,мужской,55-74 лет,4797,18163000,26.41,США1993,,"6,878,718,000,000",28891,Молчаливое поколение
США,1993,мужской,25-34 лет,5218,20942000,24.92,США1993,,"6,878,718,000,000",28891,Бумеры
США,1993,мужской,35-54 лет,7976,34205000,23.32,США1993,,"6,878,718,000,000",28891,Бумеры
США,1993,мужской,15-24 лет,4119,18399400,22.39,США1993,,"6,878,718,000,000",28891,Поколение X
США,1993,женский,35-54 лет,2362,35236400,6.7,США1993,,"6,878,718,000,000",28891,Бумеры
США,1993,женский,55-74 лет,1304,21398900,6.09,США1993,,"6,878,718,000,000",28891,Молчаливое поколение
США,1993,женский,75+ лет,519,9090400,5.71,США1993,,"6,878,718,000,000",28891,Поколение G.I.
США,1993,женский,25-34 лет,1089,20933400,5.2,США1993,,"6,878,718,000,000",28891,Бумеры
США,1993,женский,15-24 лет,730,17630000,4.14,США1993,,"6,878,718,000,000",28891,Поколение X
США,1993,мужской,5-14 лет,233,18972100,1.23,США1993,,"6,878,718,000,000",28891,Миллениалы
США,1993,женский,5-14 лет,88,18078200,0.49,США1993,,"6,878,718,000,000",28891,Миллениалы
США,1994,мужской,75+ лет,2629,5185500,50.7,США1994,,"7,308,755,000,000",30375,Поколение G.I.
США,1994,мужской,25-34 лет,5295,20676800,25.61,США1994,,"7,308,755,000,000",30375,Бумеры
США,1994,мужской,55-74 лет,4498,18273200,24.62,США1994,,"7,308,755,000,000",30375,Молчаливое поколение
США,1994,мужской,15-24 лет,4302,18347400,23.45,США1994,,"7,308,755,000,000",30375,Поколение X
США,1994,мужской,35-54 лет,8199,35239700,23.27,США1994,,"7,308,755,000,000",30375,Бумеры
США,1994,женский,35-54 лет,2472,36290200,6.81,США1994,,"7,308,755,000,000",30375,Бумеры
США,1994,женский,75+ лет,514,9261000,5.55,США1994,,"7,308,755,000,000",30375,Поколение G.I.
США,1994,женский,55-74 лет,1179,21456100,5.49,США1994,,"7,308,755,000,000",30375,Молчаливое поколение
США,1994,женский,25-34 лет,1059,20677400,5.12,США1994,,"7,308,755,000,000",30375,Бумеры
США,1994,женский,15-24 лет,654,17595500,3.72,США1994,,"7,308,755,000,000",30375,Поколение X
США,1994,мужской,5-14 лет,234,19259500,1.21,США1994,,"7,308,755,000,000",30375,Миллениалы
США,1994,женский,5-14 лет,88,18351800,0.48,США1994,,"7,308,755,000,000",30375,Миллениалы
США,1995,мужской,75+ лет,2580,5346600,48.25,США1995,0.876,"7,664,060,000,000",31518,Поколение G.I.
США,1995,мужской,25-34 лет,5234,20432000,25.62,США1995,0.876,"7,664,060,000,000",31518,Поколение X
США,1995,мужской,55-74 лет,4607,18386200,25.06,США1995,0.876,"7,664,060,000,000",31518,Молчаливое поколение
США,1995,мужской,35-54 лет,8545,36243300,23.58,США1995,0.876,"7,664,060,000,000",31518,Бумеры
США,1995,мужской,15-24 лет,4132,18352000,22.52,США1995,0.876,"7,664,060,000,000",31518,Поколение X
США,1995,женский,35-54 лет,2454,37303100,6.58,США1995,0.876,"7,664,060,000,000",31518,Бумеры
США,1995,женский,75+ лет,516,9426600,5.47,США1995,0.876,"7,664,060,000,000",31518,Поколение G.I.
США,1995,женский,55-74 лет,1157,21504100,5.38,США1995,0.876,"7,664,060,000,000",31518,Молчаливое поколение
США,1995,женский,25-34 лет,1058,20441200,5.18,США1995,0.876,"7,664,060,000,000",31518,Поколение X
США,1995,женский,15-24 лет,652,17594600,3.71,США1995,0.876,"7,664,060,000,000",31518,Поколение X
США,1995,мужской,5-14 лет,260,19528500,1.33,США1995,0.876,"7,664,060,000,000",31518,Миллениалы
США,1995,женский,5-14 лет,77,18606000,0.41,США1995,0.876,"7,664,060,000,000",31518,Миллениалы
США,1996,мужской,75+ лет,2586,5556200,46.54,США1996,,"8,100,201,000,000",32928,Поколение G.I.
США,1996,мужской,55-74 лет,4613,18490700,24.95,США1996,,"8,100,201,000,000",32928,Молчаливое поколение
США,1996,мужской,35-54 лет,8984,37405100,24.02,США1996,,"8,100,201,000,000",32928,Бумеры
США,1996,мужской,25-34 лет,4848,20191300,24.01,США1996,,"8,100,201,000,000",32928,Поколение X
США,1996,мужской,15-24 лет,3724,18617800,20.0,США1996,,"8,100,201,000,000",32928,Поколение X
США,1996,женский,35-54 лет,2594,38357900,6.76,США1996,,"8,100,201,000,000",32928,Бумеры
США,1996,женский,55-74 лет,1118,21540200,5.19,США1996,,"8,100,201,000,000",32928,Молчаливое поколение
США,1996,женский,25-34 лет,1013,20176900,5.02,США1996,,"8,100,201,000,000",32928,Поколение X
США,1996,женский,75+ лет,463,9635400,4.81,США1996,,"8,100,201,000,000",32928,Поколение G.I.
США,1996,женский,15-24 лет,634,17604000,3.6,США1996,,"8,100,201,000,000",32928,Поколение X
США,1996,мужской,5-14 лет,225,19681500,1.14,США1996,,"8,100,201,000,000",32928,Миллениалы
США,1996,женский,5-14 лет,77,18740800,0.41,США1996,,"8,100,201,000,000",32928,Миллениалы
США,1997,мужской,75+ лет,2566,5740700,44.7,США1997,,"8,608,515,000,000",34644,Поколение G.I.
США,1997,мужской,55-74 лет,4514,18659400,24.19,США1997,,"8,608,515,000,000",34644,Молчаливое поколение
США,1997,мужской,25-34 лет,4684,19810400,23.64,США1997,,"8,608,515,000,000",34644,Поколение X
США,1997,мужской,35-54 лет,8920,38339600,23.27,США1997,,"8,608,515,000,000",34644,Бумеры
США,1997,мужской,15-24 лет,3559,18805800,18.93,США1997,,"8,608,515,000,000",34644,Поколение X
США,1997,женский,35-54 лет,2758,39291000,7.02,США1997,,"8,608,515,000,000",34644,Бумеры
США,1997,женский,75+ лет,499,9836300,5.07,США1997,,"8,608,515,000,000",34644,Поколение G.I.
США,1997,женский,55-74 лет,1095,21652100,5.06,США1997,,"8,608,515,000,000",34644,Молчаливое поколение
США,1997,женский,25-34 лет,988,19799100,4.99,США1997,,"8,608,515,000,000",34644,Поколение X
США,1997,женский,15-24 лет,627,17773900,3.53,США1997,,"8,608,515,000,000",34644,Поколение X
США,1997,мужской,5-14 лет,233,19860900,1.17,США1997,,"8,608,515,000,000",34644,Миллениалы
США,1997,женский,5-14 лет,74,18917200,0.39,США1997,,"8,608,515,000,000",34644,Миллениалы
США,1998,мужской,75+ лет,2686,5948900,45.15,США1998,,"9,089,168,000,000",36164,Поколение G.I.
США,1998,мужской,35-54 лет,9192,39000700,23.57,США1998,,"9,089,168,000,000",36164,Бумеры
США,1998,мужской,55-74 лет,4466,19055300,23.44,США1998,,"9,089,168,000,000",36164,Молчаливое поколение
США,1998,мужской,25-34 лет,4404,19253800,22.87,США1998,,"9,089,168,000,000",36164,Поколение X
США,1998,мужской,15-24 лет,3532,19041700,18.55,США1998,,"9,089,168,000,000",36164,Поколение X
США,1998,женский,35-54 лет,2776,40104100,6.92,США1998,,"9,089,168,000,000",36164,Бумеры
США,1998,женский,75+ лет,520,10057000,5.17,США1998,,"9,089,168,000,000",36164,Поколение G.I.
США,1998,женский,55-74 лет,1094,22016000,4.97,США1998,,"9,089,168,000,000",36164,Молчаливое поколение
США,1998,женский,25-34 лет,961,19520600,4.92,США1998,,"9,089,168,000,000",36164,Поколение X
США,1998,женский,15-24 лет,603,18171800,3.32,США1998,,"9,089,168,000,000",36164,Поколение X
США,1998,мужской,5-14 лет,241,20049800,1.2,США1998,,"9,089,168,000,000",36164,Миллениалы
США,1998,женский,5-14 лет,83,19112800,0.43,США1998,,"9,089,168,000,000",36164,Миллениалы
США,1999,мужской,75+ лет,2549,6111376,41.71,США1999,,"9,660,624,000,000",38072,Поколение G.I.
США,1999,мужской,35-54 лет,8873,39753404,22.32,США1999,,"9,660,624,000,000",38072,Бумеры
США,1999,мужской,25-34 лет,4194,18826288,22.28,США1999,,"9,660,624,000,000",38072,Поколение X
США,1999,мужской,55-74 лет,4306,19349103,22.25,США1999,,"9,660,624,000,000",38072,Молчаливое поколение
США,1999,мужской,15-24 лет,3326,19334049,17.2,США1999,,"9,660,624,000,000",38072,Поколение X
США,1999,женский,35-54 лет,2674,40861603,6.54,США1999,,"9,660,624,000,000",38072,Бумеры
США,1999,женский,25-34 лет,912,19109524,4.77,США1999,,"9,660,624,000,000",38072,Поколение X
США,1999,женский,55-74 лет,1061,22258230,4.77,США1999,,"9,660,624,000,000",38072,Молчаливое поколение
США,1999,женский,75+ лет,469,10210401,4.59,США1999,,"9,660,624,000,000",38072,Поколение G.I.
США,1999,женский,15-24 лет,575,18439463,3.12,США1999,,"9,660,624,000,000",38072,Поколение X
США,1999,мужской,5-14 лет,194,20219664,0.96,США1999,,"9,660,624,000,000",38072,Миллениалы
США,1999,женский,5-14 лет,50,19275566,0.26,США1999,,"9,660,624,000,000",38072,Миллениалы
США,2000,мужской,75+ лет,2589,6106351,42.4,США2000,0.883,"10,284,779,000,000",39218,Поколение G.I.
США,2000,мужской,35-54 лет,9263,40945028,22.62,США2000,0.883,"10,284,779,000,000",39218,Бумеры
США,2000,мужской,55-74 лет,4153,19948630,20.82,США2000,0.883,"10,284,779,000,000",39218,Молчаливое поколение
США,2000,мужской,25-34 лет,3938,20120529,19.57,США2000,0.883,"10,284,779,000,000",39218,Поколение X
США,2000,мужской,15-24 лет,3424,20078818,17.05,США2000,0.883,"10,284,779,000,000",39218,Поколение X
США,2000,женский,35-54 лет,2736,41881451,6.53,США2000,0.883,"10,284,779,000,000",39218,Бумеры
США,2000,женский,55-74 лет,1084,22717040,4.77,США2000,0.883,"10,284,779,000,000",39218,Молчаливое поколение
США,2000,женский,25-34 лет,854,19771195,4.32,США2000,0.883,"10,284,779,000,000",39218,Поколение X
США,2000,женский,75+ лет,425,10494416,4.05,США2000,0.883,"10,284,779,000,000",39218,Поколение G.I.
США,2000,женский,15-24 лет,570,19105073,2.98,США2000,0.883,"10,284,779,000,000",39218,Поколение X
США,2000,мужской,5-14 лет,244,21043474,1.16,США2000,0.883,"10,284,779,000,000",39218,Миллениалы
США,2000,женский,5-14 лет,63,20034103,0.31,США2000,0.883,"10,284,779,000,000",39218,Миллениалы
США,2001,мужской,75+ лет,2549,6285825,40.55,США2001,,"10,621,824,000,000",40018,Молчаливое поколение
США,2001,мужской,35-54 лет,9684,41638996,23.26,США2001,,"10,621,824,000,000",40018,Бумеры
США,2001,мужской,55-74 лет,4603,20451417,22.51,США2001,,"10,621,824,000,000",40018,Молчаливое поколение
США,2001,мужской,25-34 лет,4199,20013572,20.98,США2001,,"10,621,824,000,000",40018,Поколение X
США,2001,мужской,15-24 лет,3409,20485156,16.64,США2001,,"10,621,824,000,000",40018,Миллениалы
США,2001,женский,35-54 лет,2893,42567863,6.8,США2001,,"10,621,824,000,000",40018,Бумеры
США,2001,женский,55-74 лет,1146,23170384,4.95,США2001,,"10,621,824,000,000",40018,Молчаливое поколение
США,2001,женский,25-34 лет,871,19593734,4.45,США2001,,"10,621,824,000,000",40018,Поколение X
США,2001,женский,75+ лет,412,10691894,3.85,США2001,,"10,621,824,000,000",40018,Молчаливое поколение
США,2001,женский,15-24 лет,562,19463211,2.89,США2001,,"10,621,824,000,000",40018,Миллениалы
США,2001,мужской,5-14 лет,214,21032860,1.02,США2001,,"10,621,824,000,000",40018,Миллениалы
США,2001,женский,5-14 лет,65,20032634,0.32,США2001,,"10,621,824,000,000",40018,Миллениалы
США,2002,мужской,75+ лет,2642,6470864,40.83,США2002,,"10,977,514,000,000",40845,Молчаливое поколение
США,2002,мужской,35-54 лет,10101,42042827,24.03,США2002,,"10,977,514,000,000",40845,Бумеры
США,2002,мужской,55-74 лет,4890,21085316,23.19,США2002,,"10,977,514,000,000",40845,Молчаливое поколение
США,2002,мужской,25-34 лет,4135,20202776,20.47,США2002,,"10,977,514,000,000",40845,Поколение X
США,2002,мужской,15-24 лет,3432,20821269,16.48,США2002,,"10,977,514,000,000",40845,Миллениалы
США,2002,женский,35-54 лет,3058,42957716,7.12,США2002,,"10,977,514,000,000",40845,Бумеры
США,2002,женский,55-74 лет,1191,23790625,5.01,США2002,,"10,977,514,000,000",40845,Молчаливое поколение
США,2002,женский,25-34 лет,911,19725528,4.62,США2002,,"10,977,514,000,000",40845,Поколение X
США,2002,женский,75+ лет,443,10856838,4.08,США2002,,"10,977,514,000,000",40845,Молчаливое поколение
США,2002,женский,15-24 лет,578,19768514,2.92,США2002,,"10,977,514,000,000",40845,Миллениалы
США,2002,мужской,5-14 лет,199,21012559,0.95,США2002,,"10,977,514,000,000",40845,Миллениалы
США,2002,женский,5-14 лет,65,20024727,0.32,США2002,,"10,977,514,000,000",40845,Миллениалы
США,2003,мужской,75+ лет,2499,6599131,37.87,США2003,,"11,510,670,000,000",42468,Молчаливое поколение
США,2003,мужской,35-54 лет,10025,42177315,23.77,США2003,,"11,510,670,000,000",42468,Бумеры
США,2003,мужской,55-74 лет,4941,21773685,22.69,США2003,,"11,510,670,000,000",42468,Молчаливое поколение
США,2003,мужской,25-34 лет,4156,20222486,20.55,США2003,,"11,510,670,000,000",42468,Поколение X
США,2003,мужской,15-24 лет,3381,21182602,15.96,США2003,,"11,510,670,000,000",42468,Миллениалы
США,2003,женский,35-54 лет,3058,42997878,7.11,США2003,,"11,510,670,000,000",42468,Бумеры
США,2003,женский,55-74 лет,1237,24463095,5.06,США2003,,"11,510,670,000,000",42468,Молчаливое поколение
США,2003,женский,25-34 лет,909,19650112,4.63,США2003,,"11,510,670,000,000",42468,Поколение X
США,2003,женский,75+ лет,414,10983008,3.77,США2003,,"11,510,670,000,000",42468,Молчаливое поколение
США,2003,женский,15-24 лет,607,20023561,3.03,США2003,,"11,510,670,000,000",42468,Миллениалы
США,2003,мужской,5-14 лет,194,20976656,0.92,США2003,,"11,510,670,000,000",42468,Миллениалы
США,2003,женский,5-14 лет,56,19991981,0.28,США2003,,"11,510,670,000,000",42468,Миллениалы
США,2004,мужской,75+ лет,2496,6726102,37.11,США2004,,"12,274,928,000,000",44867,Молчаливое поколение
США,2004,мужской,35-54 лет,10145,42486552,23.88,США2004,,"12,274,928,000,000",44867,Бумеры
США,2004,мужской,55-74 лет,4989,22427063,22.25,США2004,,"12,274,928,000,000",44867,Молчаливое поколение
США,2004,мужской,25-34 лет,4142,20336031,20.37,США2004,,"12,274,928,000,000",44867,Поколение X
США,2004,мужской,15-24 лет,3596,21438383,16.77,США2004,,"12,274,928,000,000",44867,Миллениалы
США,2004,женский,35-54 лет,3399,43240905,7.86,США2004,,"12,274,928,000,000",44867,Бумеры
США,2004,женский,55-74 лет,1301,25115333,5.18,США2004,,"12,274,928,000,000",44867,Молчаливое поколение
США,2004,женский,25-34 лет,932,19695906,4.73,США2004,,"12,274,928,000,000",44867,Поколение X
США,2004,женский,75+ лет,423,11104411,3.81,США2004,,"12,274,928,000,000",44867,Молчаливое поколение
США,2004,женский,15-24 лет,720,20262722,3.55,США2004,,"12,274,928,000,000",44867,Миллениалы
США,2004,мужской,5-14 лет,187,20860278,0.9,США2004,,"12,274,928,000,000",44867,Миллениалы
США,2004,женский,5-14 лет,98,19890450,0.49,США2004,,"12,274,928,000,000",44867,Миллениалы
США,2005,мужской,75+ лет,2610,6883241,37.92,США2005,0.897,"13,093,726,000,000",47423,Молчаливое поколение
США,2005,мужской,35-54 лет,10332,42835394,24.12,США2005,0.897,"13,093,726,000,000",47423,Бумеры
США,2005,мужской,55-74 лет,5190,23156114,22.41,США2005,0.897,"13,093,726,000,000",47423,Молчаливое поколение
США,2005,мужской,25-34 лет,4066,20421260,19.91,США2005,0.897,"13,093,726,000,000",47423,Поколение X
США,2005,мужской,15-24 лет,3498,21647159,16.16,США2005,0.897,"13,093,726,000,000",47423,Миллениалы
США,2005,женский,35-54 лет,3209,43509335,7.38,США2005,0.897,"13,093,726,000,000",47423,Бумеры
США,2005,женский,55-74 лет,1364,25839240,5.28,США2005,0.897,"13,093,726,000,000",47423,Молчаливое поколение
США,2005,женский,25-34 лет,924,19721652,4.69,США2005,0.897,"13,093,726,000,000",47423,Поколение X
США,2005,женский,75+ лет,450,11267059,3.99,США2005,0.897,"13,093,726,000,000",47423,Молчаливое поколение
США,2005,женский,15-24 лет,714,20429690,3.49,США2005,0.897,"13,093,726,000,000",47423,Миллениалы
США,2005,мужской,5-14 лет,204,20675232,0.99,США2005,0.897,"13,093,726,000,000",47423,Миллениалы
США,2005,женский,5-14 лет,68,19721304,0.34,США2005,0.897,"13,093,726,000,000",47423,Миллениалы
США,2006,мужской,75+ лет,2494,6986609,35.7,США2006,,"13,855,888,000,000",49666,Молчаливое поколение
США,2006,мужской,35-54 лет,10641,43139910,24.67,США2006,,"13,855,888,000,000",49666,Бумеры
США,2006,мужской,55-74 лет,5431,23894147,22.73,США2006,,"13,855,888,000,000",49666,Молчаливое поколение
США,2006,мужской,25-34 лет,4053,20564653,19.71,США2006,,"13,855,888,000,000",49666,Поколение X
США,2006,мужской,15-24 лет,3528,21844954,16.15,США2006,,"13,855,888,000,000",49666,Миллениалы
США,2006,женский,35-54 лет,3376,43805214,7.71,США2006,,"13,855,888,000,000",49666,Бумеры
США,2006,женский,55-74 лет,1536,26609380,5.77,США2006,,"13,855,888,000,000",49666,Молчаливое поколение
США,2006,женский,25-34 лет,932,19851326,4.69,США2006,,"13,855,888,000,000",49666,Поколение X
США,2006,женский,75+ лет,421,11356899,3.71,США2006,,"13,855,888,000,000",49666,Молчаливое поколение
США,2006,женский,15-24 лет,661,20590472,3.21,США2006,,"13,855,888,000,000",49666,Миллениалы
США,2006,мужской,5-14 лет,153,20640120,0.74,США2006,,"13,855,888,000,000",49666,Миллениалы
США,2006,женский,5-14 лет,66,19697164,0.34,США2006,,"13,855,888,000,000",49666,Миллениалы
США,2007,мужской,75+ лет,2566,7056824,36.36,США2007,,"14,477,635,000,000",51585,Молчаливое поколение
США,2007,мужской,35-54 лет,10978,42992076,25.53,США2007,,"14,477,635,000,000",51585,Бумеры
США,2007,мужской,55-74 лет,5830,24661084,23.64,США2007,,"14,477,635,000,000",51585,Молчаливое поколение
США,2007,мужской,25-34 лет,4281,20531378,20.85,США2007,,"14,477,635,000,000",51585,Поколение X
США,2007,мужской,15-24 лет,3481,22014323,15.81,США2007,,"14,477,635,000,000",51585,Миллениалы
США,2007,женский,35-54 лет,3525,43607902,8.08,США2007,,"14,477,635,000,000",51585,Бумеры
США,2007,женский,55-74 лет,1684,27395858,6.15,США2007,,"14,477,635,000,000",51585,Молчаливое поколение
США,2007,женский,25-34 лет,997,19839678,5.03,США2007,,"14,477,635,000,000",51585,Поколение X
США,2007,женский,75+ лет,411,11421017,3.6,США2007,,"14,477,635,000,000",51585,Молчаливое поколение
США,2007,женский,15-24 лет,659,20765167,3.17,США2007,,"14,477,635,000,000",51585,Миллениалы
США,2007,мужской,5-14 лет,131,20659096,0.63,США2007,,"14,477,635,000,000",51585,Поколение Z
США,2007,женский,5-14 лет,53,19714203,0.27,США2007,,"14,477,635,000,000",51585,Поколение Z
США,2008,мужской,75+ лет,2531,7072366,35.79,США2008,,"14,718,582,000,000",52128,Молчаливое поколение
США,2008,мужской,35-54 лет,11371,43002471,26.44,США2008,,"14,718,582,000,000",52128,Бумеры
США,2008,мужской,55-74 лет,6558,25698503,25.52,США2008,,"14,718,582,000,000",52128,Молчаливое поколение
США,2008,мужской,25-34 лет,4273,20007152,21.36,США2008,,"14,718,582,000,000",52128,Поколение X
США,2008,мужской,15-24 лет,3560,22184611,16.05,США2008,,"14,718,582,000,000",52128,Миллениалы
США,2008,женский,35-54 лет,3619,42893858,8.44,США2008,,"14,718,582,000,000",52128,Бумеры
США,2008,женский,55-74 лет,1703,28307998,6.02,США2008,,"14,718,582,000,000",52128,Молчаливое поколение
США,2008,женский,25-34 лет,1027,19812423,5.18,США2008,,"14,718,582,000,000",52128,Поколение X
США,2008,женский,75+ лет,428,11038522,3.88,США2008,,"14,718,582,000,000",52128,Молчаливое поколение
США,2008,женский,15-24 лет,738,21149435,3.49,США2008,,"14,718,582,000,000",52128,Миллениалы
США,2008,мужской,5-14 лет,154,21074651,0.73,США2008,,"14,718,582,000,000",52128,Поколение Z
США,2008,женский,5-14 лет,68,20113575,0.34,США2008,,"14,718,582,000,000",52128,Поколение Z
США,2009,мужской,75+ лет,2552,7168575,35.6,США2009,,"14,418,739,000,000",50563,Молчаливое поколение
США,2009,мужской,35-54 лет,11613,42932194,27.05,США2009,,"14,418,739,000,000",50563,Бумеры
США,2009,мужской,55-74 лет,6851,26664733,25.69,США2009,,"14,418,739,000,000",50563,Молчаливое поколение
США,2009,мужской,25-34 лет,4293,20205941,21.25,США2009,,"14,418,739,000,000",50563,Поколение X
США,2009,мужской,15-24 лет,3595,22343137,16.09,США2009,,"14,418,739,000,000",50563,Миллениалы
