страна,год,пол,возраст,количество_самоубийств,население,самоубийства_на_100к_человек,ИЧР_за_год,ВВП_за_год,ВВП_на_душу_населения,индекс_безработицы,регион
Украина,2014,мужской,5-14 лет,21,2074827,1.01,0.747,133503411376.0,3299,9.3,Европа
Украина,2014,женский,5-14 лет,14,1959353,0.71,0.747,133503411376.0,3299,9.3,Европа
Великобритания,1985,мужской,75+ лет,264,1202838,21.95,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,мужской,55-74 лет,915,5170113,17.7,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,мужской,35-54 лет,1208,6899879,17.51,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,мужской,25-34 лет,620,3969689,15.62,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,55-74 лет,678,6002096,11.3,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,75+ лет,237,2418692,9.8,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,мужской,15-24 лет,411,4731293,8.69,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,35-54 лет,505,6879295,7.34,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,25-34 лет,176,3899906,4.51,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,15-24 лет,86,4549121,1.89,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,мужской,5-14 лет,3,3740694,0.08,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1985,женский,5-14 лет,2,3542919,0.06,0.753,489285164271.0,9231,11.4,Европа
Великобритания,1986,мужской,75+ лет,280,1227718,22.81,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,мужской,55-74 лет,892,5159651,17.29,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,мужской,35-54 лет,1152,6950315,16.57,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,мужской,25-34 лет,616,4039982,15.25,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,мужской,15-24 лет,449,4715034,9.52,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,75+ лет,223,2454593,9.09,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,55-74 лет,541,5964761,9.07,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,35-54 лет,424,6933075,6.12,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,25-34 лет,161,3980652,4.04,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,15-24 лет,97,4538658,2.14,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,женский,5-14 лет,2,3480190,0.06,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1986,мужской,5-14 лет,2,3674904,0.05,0.8635,601452653181.0,11323,11.3,Европа
Великобритания,1987,мужской,75+ лет,248,1272201,19.49,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,мужской,55-74 лет,857,5141737,16.67,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,мужской,35-54 лет,1072,6997144,15.32,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,мужской,25-34 лет,618,4130709,14.96,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,мужской,15-24 лет,461,4665275,9.88,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,55-74 лет,464,5919684,7.84,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,75+ лет,174,2508896,6.94,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,35-54 лет,417,6986157,5.97,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,25-34 лет,168,4073306,4.12,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,15-24 лет,105,4483586,2.34,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,мужской,5-14 лет,7,3625848,0.19,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1987,женский,5-14 лет,3,3435125,0.09,0.8635,745162608269.0,13996,10.4,Европа
Великобритания,1988,мужской,75+ лет,313,1304946,23.99,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,мужской,35-54 лет,1218,7060763,17.25,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,мужской,25-34 лет,695,4217963,16.48,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,мужской,55-74 лет,816,5119070,15.94,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,мужской,15-24 лет,565,4573487,12.35,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,75+ лет,205,2551912,8.03,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,55-74 лет,445,5863850,7.59,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,35-54 лет,417,7055435,5.91,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,25-34 лет,171,4162366,4.11,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,15-24 лет,120,4389539,2.73,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,мужской,5-14 лет,4,3599080,0.11,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1988,женский,5-14 лет,2,3412369,0.06,0.8635,910122732124.0,17072,8.6,Европа
Великобритания,1989,мужской,75+ лет,267,1338351,19.95,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,мужской,35-54 лет,1117,7132941,15.66,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,мужской,25-34 лет,664,4320494,15.37,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,мужской,55-74 лет,703,5101514,13.78,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,мужской,15-24 лет,482,4444822,10.84,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,75+ лет,176,2599321,6.77,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,55-74 лет,352,5807846,6.06,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,35-54 лет,353,7131057,4.95,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,25-34 лет,157,4262150,3.68,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,15-24 лет,87,4270368,2.04,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,женский,5-14 лет,2,3415806,0.06,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1989,мужской,5-14 лет,1,3600459,0.03,0.8635,926884816754.0,17349,7.2,Европа
Великобритания,1990,мужской,75+ лет,264,1360178,19.41,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,мужской,35-54 лет,1246,7192919,17.32,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,мужской,25-34 лет,763,4427270,17.23,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,мужской,55-74 лет,721,5093581,14.16,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,мужской,15-24 лет,528,4317816,12.23,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,55-74 лет,340,5762152,5.9,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,75+ лет,154,2625749,5.86,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,35-54 лет,360,7196514,5.0,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,25-34 лет,180,4366845,4.12,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,15-24 лет,85,4138638,2.05,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,мужской,5-14 лет,2,3630327,0.06,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1990,женский,5-14 лет,0,3445865,0.0,0.773,1093169389205.0,20411,7.1,Европа
Великобритания,1991,мужской,35-54 лет,1342,7271111,18.46,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,мужской,25-34 лет,801,4577587,17.5,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,мужской,75+ лет,238,1367055,17.41,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,мужской,55-74 лет,628,5106574,12.3,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,мужской,15-24 лет,481,4218626,11.4,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,75+ лет,151,2671099,5.65,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,55-74 лет,311,5765907,5.39,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,35-54 лет,336,7264229,4.63,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,25-34 лет,161,4465693,3.61,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,15-24 лет,93,4021225,2.31,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,мужской,5-14 лет,4,3687655,0.11,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1991,женский,5-14 лет,1,3486666,0.03,0.8635,1142797178131.0,21201,8.9,Европа
Великобритания,1992,мужской,35-54 лет,1361,7357267,18.5,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,мужской,25-34 лет,785,4655305,16.86,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,мужской,75+ лет,216,1371639,15.75,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,мужской,55-74 лет,693,5128063,13.51,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,мужской,15-24 лет,500,4077682,12.26,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,75+ лет,143,2670510,5.35,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,55-74 лет,299,5765146,5.19,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,35-54 лет,347,7352110,4.72,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,25-34 лет,191,4529424,4.22,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,15-24 лет,91,3882211,2.34,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,мужской,5-14 лет,2,3742157,0.05,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1992,женский,5-14 лет,0,3544844,0.0,0.8635,1179659529660.0,21815,10.0,Европа
Великобритания,1993,мужской,35-54 лет,1274,7453705,17.09,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,мужской,25-34 лет,773,4707275,16.42,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,мужской,75+ лет,221,1361095,16.24,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,мужской,15-24 лет,501,3957719,12.66,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,мужской,55-74 лет,652,5170730,12.61,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,75+ лет,166,2647900,6.27,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,55-74 лет,263,5792600,4.54,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,35-54 лет,335,7448149,4.5,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,25-34 лет,181,4569482,3.96,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,15-24 лет,82,3760574,2.18,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,мужской,5-14 лет,12,3806053,0.32,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1993,женский,5-14 лет,2,3608700,0.06,0.8635,1061388722256.0,19553,10.4,Европа
Великобритания,1994,мужской,25-34 лет,881,4751200,18.54,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,мужской,35-54 лет,1242,7561779,16.42,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,мужской,75+ лет,218,1349491,16.15,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,мужской,15-24 лет,445,3868779,11.5,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,мужской,55-74 лет,595,5209306,11.42,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,75+ лет,148,2619957,5.65,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,55-74 лет,256,5816530,4.4,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,35-54 лет,324,7557704,4.29,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,25-34 лет,176,4606941,3.82,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,15-24 лет,82,3674808,2.23,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,мужской,5-14 лет,9,3837961,0.23,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1994,женский,5-14 лет,4,3642837,0.11,0.8635,1140489745944.0,20927,9.5,Европа
Великобритания,1995,мужской,25-34 лет,858,4776564,17.96,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,мужской,35-54 лет,1247,7691950,16.21,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,мужской,75+ лет,222,1412937,15.71,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,мужской,55-74 лет,602,5179979,11.62,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,мужской,15-24 лет,419,3811646,10.99,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,75+ лет,152,2692330,5.65,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,35-54 лет,344,7672199,4.48,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,55-74 лет,237,5746814,4.12,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,25-34 лет,143,4614434,3.1,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,15-24 лет,81,3624373,2.23,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,мужской,5-14 лет,6,3859464,0.16,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1995,женский,5-14 лет,4,3664274,0.11,0.837,1335218557677.0,24389,8.6,Европа
Великобритания,1996,мужской,25-34 лет,858,4786490,17.93,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,мужской,35-54 лет,1189,7859858,15.13,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,мужской,75+ лет,218,1460275,14.93,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,мужской,55-74 лет,552,5146338,10.73,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,мужской,15-24 лет,362,3746067,9.66,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,75+ лет,134,2740309,4.89,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,35-54 лет,350,7826169,4.47,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,25-34 лет,190,4613261,4.12,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,55-74 лет,218,5677006,3.84,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,15-24 лет,88,3564927,2.47,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,мужской,5-14 лет,6,3894281,0.15,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1996,женский,5-14 лет,0,3697226,0.0,0.8635,1408781591264.0,25609,8.1,Европа
Великобритания,1997,мужской,25-34 лет,832,4758740,17.48,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,мужской,75+ лет,252,1500323,16.8,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,мужской,35-54 лет,1180,8015651,14.72,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,мужской,15-24 лет,411,3696059,11.12,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,мужской,55-74 лет,519,5148166,10.08,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,35-54 лет,358,7970382,4.49,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,55-74 лет,224,5648065,3.97,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,75+ лет,107,2771148,3.86,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,25-34 лет,171,4576730,3.74,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,15-24 лет,82,3520027,2.33,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,женский,5-14 лет,4,3732059,0.11,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1997,мужской,5-14 лет,3,3929285,0.08,0.8635,1552483628029.0,28091,7.0,Европа
Великобритания,1998,мужской,25-34 лет,968,4695840,20.61,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,мужской,35-54 лет,1280,8158001,15.69,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,мужской,75+ лет,204,1534356,13.3,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,мужской,55-74 лет,571,5191604,11.0,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,мужской,15-24 лет,382,3673423,10.4,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,75+ лет,122,2797439,4.36,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,55-74 лет,244,5664521,4.31,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,35-54 лет,334,8098801,4.12,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,25-34 лет,177,4508772,3.93,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,15-24 лет,101,3501036,2.88,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,женский,5-14 лет,4,3753737,0.11,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1998,мужской,5-14 лет,2,3949849,0.05,0.8635,1638511096390.0,29508,6.3,Европа
Великобритания,1999,мужской,25-34 лет,839,4615720,18.18,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,мужской,35-54 лет,1361,8305433,16.39,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,мужской,75+ лет,242,1562363,15.49,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,мужской,55-74 лет,604,5254251,11.5,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,мужской,15-24 лет,393,3680455,10.68,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,75+ лет,144,2807489,5.13,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,35-54 лет,369,8226330,4.49,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,55-74 лет,232,5703910,4.07,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,25-34 лет,171,4419817,3.87,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,15-24 лет,88,3503102,2.51,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,мужской,5-14 лет,4,3975507,0.1,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,1999,женский,5-14 лет,1,3778962,0.03,0.8635,1665623685488.0,29832,6.0,Европа
Великобритания,2000,мужской,25-34 лет,768,4536556,16.93,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,мужской,35-54 лет,1357,8459117,16.04,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,мужской,75+ лет,223,1589527,14.03,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,мужской,55-74 лет,568,5314648,10.69,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,мужской,15-24 лет,390,3709456,10.51,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,35-54 лет,386,8366055,4.61,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,75+ лет,109,2816810,3.87,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,25-34 лет,167,4332330,3.85,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,55-74 лет,212,5750273,3.69,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,15-24 лет,101,3523496,2.87,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,мужской,5-14 лет,5,3967341,0.13,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2000,женский,5-14 лет,4,3768300,0.11,0.865,1647951278560.0,29358,5.5,Европа
Великобритания,2001,мужской,25-34 лет,723,4243590,17.04,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,мужской,35-54 лет,1317,8222369,16.02,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,мужской,75+ лет,225,1618917,13.9,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,мужской,55-74 лет,569,5390372,10.56,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,мужской,15-24 лет,361,3650328,9.89,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,35-54 лет,373,8374702,4.45,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,55-74 лет,239,5820231,4.11,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,75+ лет,106,2801024,3.78,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,25-34 лет,136,4251558,3.2,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,15-24 лет,72,3581981,2.01,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,мужской,5-14 лет,4,3902253,0.1,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2001,женский,5-14 лет,3,3714668,0.08,0.8635,1621510004318.0,29179,5.1,Европа
Великобритания,2002,мужской,25-34 лет,747,4114056,18.16,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,мужской,35-54 лет,1350,8250038,16.36,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,мужской,75+ лет,175,1653523,10.58,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,мужской,55-74 лет,564,5545751,10.17,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,мужской,15-24 лет,323,3758190,8.59,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,75+ лет,117,2817222,4.15,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,35-54 лет,349,8405892,4.15,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,25-34 лет,170,4149794,4.1,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,55-74 лет,222,5969004,3.72,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,15-24 лет,90,3642294,2.47,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,женский,5-14 лет,5,3706268,0.13,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2002,мужской,5-14 лет,5,3896912,0.13,0.8635,1768408273381.0,31630,5.2,Европа
Великобритания,2003,мужской,25-34 лет,637,4023648,15.83,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,мужской,35-54 лет,1311,8282037,15.83,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,мужской,75+ лет,209,1681364,12.43,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,мужской,55-74 лет,575,5665717,10.15,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,мужской,15-24 лет,316,3854815,8.2,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,35-54 лет,381,8432837,4.52,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,75+ лет,104,2821243,3.69,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,25-34 лет,144,4059897,3.55,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,55-74 лет,207,6085995,3.4,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,15-24 лет,91,3718206,2.45,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,женский,5-14 лет,2,3677964,0.05,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2003,мужской,5-14 лет,2,3868048,0.05,0.8635,2038395102041.0,36289,5.0,Европа
Великобритания,2004,мужской,35-54 лет,1422,8324962,17.08,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,мужской,25-34 лет,599,3960327,15.13,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,мужской,75+ лет,221,1713028,12.9,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,мужской,55-74 лет,601,5755684,10.44,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,мужской,15-24 лет,315,3953382,7.97,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,35-54 лет,423,8494403,4.98,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,75+ лет,115,2829135,4.06,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,55-74 лет,244,6170678,3.95,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,25-34 лет,150,3993258,3.76,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,15-24 лет,88,3785230,2.32,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,мужской,5-14 лет,4,3832497,0.1,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2004,женский,5-14 лет,1,3642427,0.03,0.8635,2398555474185.0,42486,4.8,Европа
Великобритания,2005,мужской,35-54 лет,1359,8397155,16.18,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,мужской,25-34 лет,563,3951996,14.25,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,мужской,75+ лет,215,1749520,12.29,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,мужской,55-74 лет,617,5831367,10.58,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,мужской,15-24 лет,296,4029567,7.35,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,35-54 лет,405,8555323,4.73,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,25-34 лет,162,3983494,4.07,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,55-74 лет,237,6236531,3.8,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,75+ лет,97,2844822,3.41,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,15-24 лет,88,3856149,2.28,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,женский,5-14 лет,4,3591721,0.11,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2005,мужской,5-14 лет,4,3781379,0.11,0.89,2520701818182.0,44372,4.8,Европа
Великобритания,2006,мужской,35-54 лет,1457,8462315,17.22,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,мужской,25-34 лет,562,3940414,14.26,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,мужской,55-74 лет,656,5891585,11.13,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,мужской,75+ лет,199,1792119,11.1,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,мужской,15-24 лет,308,4108191,7.5,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,женский,35-54 лет,397,8633179,4.6,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,женский,55-74 лет,238,6287636,3.79,0.8635,2692612695492.0,47163,5.4,Европа
Великобритания,2006,женский,25-34 лет,138,3955936,3.49,0.8635,2692612695492.0,47163,5.4,Европа
